full_text;Location;Sentimen
Gunung Marapi di kabupaten Agam kembali meletus https://t.co/lHrxmhymoq;Jakarta, Indonesia;Negatif
Gunung Marapi di Sumatera Barat kembali meletus dengan melontarkan abu vulkanik setinggi 2 kilometer di atas puncak kawah Kamis (30/5/2024). https://t.co/7LCAKfrEtc;Jakarta, Indonesia;Negatif
Barusan info adik saya dari Bukittinggi kalau gunung Marapi meletus lagi Semoga baik-baik saja semua ya Allah https://t.co/c2ETuo2Hfo;Jawa Barat, Indonesia;Negatif
astagfirullah marapi meletus lagi bencana ga ada habis nya https://t.co/hJkv4byLYh;Sumatera Barat, Indonesia;Negatif
MARAPI meletus lagi :( STAY SAFE https://t.co/Is4pzR4meL;Sumatera Barat, Indonesia;Negatif
Marapi meletus tinggi sekali dentumannya kenceng jugaaaa;Sumatera Barat, Indonesia;Negatif
Marapi meletus stay safe https://t.co/L6bDYFvVhH;Sumatera Barat, Indonesia;Positif
baru banget sampe kampus masi diparkiran marapi meletus lg kaget dikit ga ngaruh ;Bukittinggi, Indonesia;Negatif
marapi meletus lagi ya allah https://t.co/c03dLKKIsh;Sumatera Barat, Indonesia;Negatif
Coyyyy gunung marapi meletus lagi kelihatan dari jendela kamar akuu Innalillahi;Sumatera Barat, Indonesia;Negatif
marapi meletus lagi kaget bgt siang gini :( stay save semua https://t.co/qXGrQpHlA4;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Bukittinggi Sumatera Barat meletus lagi...! https://t.co/lt8dJOQmtT;Padang, Sumatera Barat;Negatif
@yahee_r @InfoFPMKI kan bencananya krna marapi meletus kalo hujan deras ya lahar dinginnya turun trsapu air. itu memang sudah kodrat alam.;Manado, Indonesia;Negatif
Penyebab banjir lahar dingin gini apa ya. Ada kaitan sm letusan bulan lalu? Jd mgkn sisa laharnya masih byk sekitar kawah? Marapi ini taun lalu jg meletus mengambil belasan nyawa para pendaki scr mendadak. Taun ini tiba2 mengirim lahar dingin. Taun2 kmrn ga prnh meletus kah?;Sumatera Barat, Indonesia;Negatif
Percaya ga percaya gue semalam mimpi kalau gunung Marapi meletus trus ngeluarin batu yg gede2 bgt. Dimimpi gue nangis sejadi2nya karna gue sama mama. Bangun2 air mata gue emang beneran ada + liat berita taunya di sumbar lg banjir bandang karna lahar dingin Marapi;Jakarta, Indonesia;Negatif
Marapi meletus trus ni banjir bandang udah 2 atau 3x tahun ni;Sumatera Barat, Indonesia;Negatif
 gaess marapi meletus lagi ya? Atau ada gempa di sekitar sumbar? Ini dirumah ku udh beberapa kali ada dentuman keras bangett sampe keguncang gitu rumah ku jarak 1-2 jam si dari marapi;Sumatera Barat, Indonesia;Negatif
@NyaiiBubu Marapi yang lalu meletus renggut bny korban ya;Bandung, Jawa Barat;Negatif
Mimpi gunung marapi meletus terus sij;Sumatera Barat, Indonesia;Negatif
@alvyn0s enggaaaaaaa btw gue blm pernah juga si ke padang. marapi meletus kah?;Sumatera Barat, Indonesia;Negatif
@WiiikMenepi Sumatera barat..yg gunung marapi meletus yg pas desember;Jakarta, Indonesia;Negatif
Orang Jepang pada kaget padahal mereka update banget loh soal bencana alam. Kayak kasus meletus gunung marapi terus pas gempa kemarin di jawa juga.;Jakarta, Indonesia;Negatif
Innalillahi ngeri banget bjirr jadi mikir pantesan pas tragedi gunung marapi meletus banyak yg meninggal. Bayangin mereka kejatuhan batu2 gede kayak gini tanpa naungan apalagi batu panas pula;Sumatera Barat, Indonesia;Negatif
Marapi meletus ini gue gimana ya nanti mudiknya takut BIM tutup lagi;Jawa Barat, Indonesia;Negatif
gn.marapi meletus lagi semoga gda korban jiwa ;Jawa Barat, Indonesia;Negatif
@elsalv9295 @elsalv9295 gunung marapi meletus ya.stay safe ya kamu dan keluarga.;Manado, Indonesia;Positif
Kemaren gempa sekarang marapi meletus;Sumatera Barat, Indonesia;Negatif
@convomfs Detik-detik Mengerikan Gunung Marapi di Sumatera Barat Meletus Warga Panik Berhamburan https://t.co/fMXHsFs09W;Jakarta, Indonesia;Negatif
@Mdy_Asmara1701 BazzeRp PKI pasti membuat fitnah setelah kunjungan Anies ke Sumbar gunung Marapi meletus;Sumatera Barat, Indonesia;Negatif
@Yooniverse_m Gunung marapi itu yang sempet meletus kemarin itu kan?;Sumatera Barat, Indonesia;Negatif
@convomfs iyaa nder keluarga gue yg di kampung info katanya kirain gempa tau nyaa marapi meletus lg;Sulawesi Selatan, Indonesia;Negatif
@damnoise Mana nih @prabowo kemaren gunung marapi di sumbar meletus doi datang pakai helikopter;Jawa Barat, Indonesia;Negatif
Gunungapi Marapi Kembali Meletus Bandara BIM Ditutup Sementara https://t.co/MZ0XaKOizg;Kupang, Indonesia;Negatif
@Kimberley_PS08 Makanya itu .. Tapi herannya pendukungny hny Prabowo yg disindir suruh kelapangan lagi kek waktu gunung Marapi meletus . Susah klu sdh otak dangkal hati dengki karena Hany kebencian pdhl rakyat Sumbar yg kena musibah pastiny lebih butuh ba;Sumatera Barat, Indonesia;Negatif
Gunungapi Marapi Kembali Meletus Bandara Internasional Minangkabau Sempat Ditutup Sementara https://t.co/nubG7q6A8S;Sumatera Barat, Indonesia;Negatif
Gunung Marapi kembali meletus. Tadi siang melalui VT Tiktoknya salah seorang akamsi yaitu Mak Etek informasi kemudian menyebar begitu cepat. Berkah dari zaman informasi yang dipadukan dengan kecanggihan perangkat digital.;Pekanbaru, Riau;Negatif
Gunung Marapi di Sumatera Barat kembali meletus pada Sabtu (10/2/2024) sore. https://t.co/ixL0cfWPfX;Jakarta, Indonesia;Negatif
Ya Allah jan sampe marapi yang meletus teman gua masih banyak di sana;Jawa Barat, Indonesia;Negatif
INI GEMPA DARI MANAA TAKUT GUNUNG MARAPI MELETUS;Jakarta, Indonesia;Negatif
Gunung Marapi Meletus Warga Diminta Jauhi Radius 4 5 Kilometer dari Kawah https://t.co/Y6jF0Dq9PT #beritajogja #jogja #jogjaistimewa https://t.co/TXXyDwrkK4;Yogyakarta, Indonesia;Negatif
Siang Tadi Gunung Marapi Meletus Lontaran Abu Capai 1000 Meter: https://t.co/fvfXioYa49 -&amp nbsp Kembali Gunung Marapi Sumatera Barat meletus siang ini. Data Pos Pengamatan Gunung Api (PGA) letusan terjadi pukul 11.43 WIB Sabtu 13 Januari 2024. PGA https://t.co/MBLVNfGM3r https://t.co/lB2ShmM0Z0;Sumatera Barat, Indonesia;Negatif
@jjknoona @banRie_Me Marapi yg kemaren meletus itu yah?;Manado, Indonesia;Negatif
@convomfs Semoga gunung Marapi baik baik aja gak meletus lagi Aamiin ;Sumatera Barat, Indonesia;Negatif
Jadi inget kelakuan zionis Israel pas Gunung Marapi meletus komennya mirip2 gini;Jakarta, Indonesia;Negatif
@MMasbin Sudah bulan lalu Marapi meletus;Sumatera Barat, Indonesia;Negatif
Foto: Gunung Marapi di Sumatera Barat Kembali Meletus #newsupdate #update #news #text https://t.co/wOrBZNMa5g;Sumatera Barat, Indonesia;Negatif
Idk why sekarang semua ini berasa kaya saling berhubungan. Awalnya juga bingung kenapa BMKG Jepang ikut panik waktu Gunung Marapi meletus takut tsunami ceunah. Memang ring of fire itu setidak bisa diprediksi itu.;Jakarta, Indonesia;Negatif
Gunung Marapi Sumbar Meletus Lagi Bunyi Dentuman Keras Kagetkan Warga https://t.co/q2twERPJAo via @MimbaRakyat;Jakarta, Indonesia;Negatif
Gunung Marapi di Sumatera Barat memang masih tutup setelah meletus. Baginilah pendakian gunung ini sebelum ditutup. https://t.co/KceLraLcVb;Jakarta, Indonesia;Negatif
Gunung Marapi meletus pada hari Sabtu 30 Disember 2023 jam 06:03 WIB #MountMarapi #erupted #berita https://t.co/ZFBkExiYIZ;Kalimantan Tengah, Indonesia;Negatif
BUPATI Tanah Datar menghimbau warga tak merayakan Tahun Baru 2024 di luar ruangan lantaran Gunung Marapi yang terus meletus hingga saat ini. https://t.co/b47m6dj1fX;Jakarta, Indonesia;Negatif
Marapi meletus kembali @RadioElshinta @infoBMKG sumber video tiktok @riodesign_ https://t.co/I2bNFmzYdy;Jakarta, Indonesia;Negatif
Tontonan gue waktu pulang kampung. Pantau Gunung Marapi. Hari ini meletus lagi lumayan gede karena kerasa dentuman+getarannya sampe rumah nenek. #GunungMarapi https://t.co/r4quLv1eP1;Depok, Indonesia;Negatif
Terdengar Suara Dentuman Saat Gunung Marapi Meletus Pagi Ini https://t.co/VJ84OuPiH8;Padang, Sumatera Barat;Negatif
Gunung Marapi Meletus Lagi Pagi Ini Suara Dentuman Terdengar Keras https://t.co/ej2HODG27R;Sumatera Selatan, Indonesia;Negatif
Gung Marapi Meletus Suara Dentuman Keras Bangunkan Anak-anak https://t.co/T8NA0ZrKbn;Sumatera Barat, Indonesia;Negatif
Kalo tanggal 3 Desember kemarin akibat gunung Marapi meletus geteran sampai ke Bukittinggi dan pagi ini 30 Desember terdengar suara ledekan lumayan keras sampai ngira kalo ada ban meledak gitu daerah kos #marapi #MARAPI;Bukittinggi, Indonesia;Negatif
@tanyakanrl Wkwkwk... Kyaknya kemaren Marapi meletus jg gara2 Fuji;Jakarta, Indonesia;Negatif
Gunung Marapi di Sumatera Barat Kembali Meletus! 6 Penebangan Lion Air Dibatalkan Ini Daftarnya! - Radar Kudus - Radar Kudus https://t.co/G4jnenMBfZ;Jakarta, Indonesia;Negatif
Gunung Marapi baru meletus.. kalu baru pergi cuti tanpa gaji laa aku tak balik;Kalimantan Tengah, Indonesia;Negatif
pagi ni pun meletus gunung marapi should i just drop my degree;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Meletus Lagi Kota Padang Panjang Terpapar Abu Vulkanik https://t.co/FnNvr7dwOr;Padang Panjang, Indonesia;Negatif
Marapi Meletus Lagi Warga Diimbau Menjauh 3 KM https://t.co/iM4Szdh0WR #Peristiwa;Pekanbaru, Riau;Negatif
Esok sepatutnya terbang balik KL. Tapi hari ni airport Padang tutup sebab Gunung Marapi meletus lagi. Adeh.;Padang, Sumatera Barat;Negatif
Innalillahi 'Pesan' apa yg hendak Engkau sampaikan ya Allah tak cukup Gn Marapi meletus Gempa Banjir Bandang dimana-mana. Kini Petir Pula menyambar warga sehingga meninggl 5 org 1. Bruri Marantika usia 44 2. Ade kurniawan usia 35 3. Ilham mardatika usia 20 4. Hariyanto https://t.co/nGruSrAwqm;Padang, Sumatera Barat;Negatif
Yg meletus marapi yg ngko gelabah tetek nak switch kerinci to merbabu dah kenapa? Sabarlah play by ears monitor the news sampai keadaan selamat boleh je pergi. Bukan tisu sgt terus cancel.;Sumatera Barat, Indonesia;Negatif
@LumowaS Kemaren disorot ke sumbar kampanye apa urusan dinas. Katanya dinas melihat korban/dampak letusan gunung Marapi looh... Lagi lagi apa urusannya Menhan dgn letusan gunung...? Urusan gn Meletus kan domain nya BNPB SAR Nasional MENSOS Dst..?;Jakarta, Indonesia;Negatif
Viral! Ada Awan Berlafadz Allah di Atas Gunung Marapi Sebelum Meletus https://t.co/ZIQh6ORH1B;Jakarta, Indonesia;Positif
@Tan_Mar3M @susantotre @andre_rosiade Jadi gini alasan menhan kunjungan kerja ke gunung marapi.. Suara letusan gunung marapi itu seperti suara bom.. jd Menhan harus ngecek barangkali ada ancaman bom israel / hamas yang kesasar. Setelah dicek ternyata bena;Jakarta, Indonesia;Positif
bencana letusan Gunung Marapi menjadi bahan ejekan dari seorang tentara Israel. TUJUKAN PESONA KALIAN NETIZEN KU TERSAYANG SILAHKAN SILAHTURAHMI KEAKUNNYA JANGAN KASIH AMPUN #7Meter #7Mtr #7M #viral #lucu #fypÃ£ÂÂ· #short #trend #reels #lol #meletus #gunung #f1 #israel #indonesia https://t.co/KiEeBObh3k;Sumatera Barat, Indonesia;Negatif
Ibuku telepon isinya: Ibu: jangan ada pikir ke gunung! Bencana semua alam nih Ku: Marapi? Itu tuh bukan di Jawa Ibu: sama aja. Gunung2 tuh temenan satu meletus yang lainnya biasanya mau meletus jg Ku: TEORI DARI MANA?! Ibu: pokoknya jangan ke gunung2 dulu Ku: ...;Sumatera Barat, Indonesia;Negatif
@babanginthesky @_BangFu Mungkin karena gunung marapi meletus abunya masih banyak jadi orgÃÂ² males keluar rumah.;Sumatera Barat, Indonesia;Negatif
@kangjaill Saya msh penasaran @kangjail sblm marapi meletus apakah tdk ada tanda2 alam ? Gempa atau sebagainya;Manado, Indonesia;Negatif
Semalem ga bisa tidur gara-gara mikirin negara dari kasus imigran ilegal rohingnya kasus bully yg ga selesai-selesai kasus bapak bunuh 4 orang anak korban gunung marapi meletus julidfisabilillah dan kontestasi politik di indo yang paslon nya unik-unik.;Palembang, Sumatera Selatan;Negatif
@mooniyy @jumintenkoplak @infoBMKG Ada beberapa makalah ilmiah yang mengamati perilaku gunung api sebelum meletus. Saya sedang coba untuk Gunung Marapi.;Semarang, Indonesia;Negatif
Sejak Ahad Gunung Marapi Meletus Sebanyak 72 Kali: https://t.co/fvfXioYa49 -&amp nbsp Gunung Marapi yang teletak di Kabupaten Agam dan Kabupaten Tanah Datar Sumatera Barat (Sumbar) tercatat mengalami letusan sebanyak 72 kali terhitung sejak Ahad 3 Desember https://t.co/RrKVhC87mJ https://t.co/2IJDvF9Gj2;Sumatera Barat, Indonesia;Negatif
BKSDA Bilang Sudah Bikin Mitigasi Jauh sebelum Gunung Marapi Meletus https://t.co/592E7tLZri #TempoTekno;Jakarta, Indonesia;Positif
ya Allah pray for Marapi ngeri banget liat dentumannya sekenceng itu fak lah ga kebayang gabisa ngerasain gimana pas lg daki tbtb meletus;Jakarta, Indonesia;Negatif
Mentang2 Marapi meletus video lama letusan Tangkuban Parahu beredar di grup WA.. Emak gw panik nyet'!!;Bandung, Indonesia;Negatif
Tanggal 3/12/2023 Jam 3 Meninggal dunia 23 Tahun 2023 Al fatihah untuk Alm dan Almh korban meletus Gunung Marapi Kabupaten Agam dan Kabupaten Tanah Datar.Propinsi Sumbar.;Padang, Sumatera Barat;Negatif
@notforeatt @tanyakanrl Saya lupa nama judul film dokumenter di Netflix yang peristiwa meletus gunung di Selandia Baru mungkin gambarannya miripÃÂ² yang dialami dgn yg Marapi. Kalau di film itu abu panas penyebabnya.;Manado, Indonesia;Negatif
habis gue baca sejarah tugu abel di gunung marapi kayaknya gunung marapi ini tipe gunung yg mungkin ga bisa diprediksi kapan meletusnya soalnya hampir mirip meletus tanpa ada aba2 atau tanda2 sebelumnya;Jawa Barat, Indonesia;Negatif
Aku beberapa hari lalu mimpi ada gunung meletus.. trs paginya dengerin berita gunung marapi itu. Kmrn mimpi sepupu aku sakit ehh malamnya masuk igd Aku knp dah akhir2 ini jadi serem sendiri;Jawa Barat, Indonesia;Negatif
@JanissaryD_Last Gunung marapi itu cicit dari cicit dari cicit gunung terbesar didunia yaitu TOBA yg perna meletus ribuan tahun silam yang menghancurkan 90% badan gunung TOBA (skg danau Toba). Jadi mestinya ada badan penelitian dan p3mantauan dgn teknolog;Jakarta, Indonesia;Negatif
Gunung Marapi di Sumbar meletus pada Minggu (3/12/2023) menewaskan 23 pendaki dari total 75 yang sedang mendaki. Dua anggota polisi juga jadi korban. Kapolda Sumatera Barat Irjen Pol Suharyono menyatakan bahwa 52 orang berhasil selamat. https://t.co/t3g8xsEcwi;Medan, Indonesia;Negatif
(SE)BELUM... Gunung Marapi yang berada di wilayah administrasi Kabupaten Agam dan Tanah Datar Sumatra Barat Indonesia... MELETUS pada hari Minggu 3 Desember 2023 sekitar pukul 14.54 WIB. https://t.co/HtXwE8SvNA;Agam, Sumatera Barat;Negatif
Gunung Marapi yang berada di Kabupaten Agam dan Tanah Datar Sumatera Barat meletus pada Minggu (3/12/2023) sore dan menewaskan 23 pendaki. https://t.co/zNk9bWyZCK;Jakarta, Indonesia;Negatif
@Greschinov Guys ada yg ngejek bencana gn marapi meletus akunnya ada di captionnya gass serang https://t.co/lCLDamtcao;Sumatera Barat, Indonesia;Negatif
@AriiKalek @pendakilawas Berarti itu meninggal karena luka bakar atau kehabisan nafas ya kalau kasusnya gunung meletus Marapi kemarin;Yogyakarta, Indonesia;Negatif
#MetroHariIni Berdasarkan data pusat volkanologi dan mitigasi bencana geologi pada hari Rabu hingga pukul 8 pagi terpantau Gunung Marapi sudah meletus sebanyak 6 kali dengan hembusan sebanyak 18 kali. Streaming: https://t.co/CV5Ka1kSXZ https://t.co/idFg91ctwG;Sumatera Barat, Indonesia;Negatif
@sukseas @Greschinov Difikir marapi meletus karena azab . Dih namanya juga ring of fire. Yang siklusnya semua negara-negara di ring of fire memang bangunnya bersamaan di bulan Desember;Kediri, Indonesia;Negatif
Gunung Marapi di wilayah Kabupaten Agam dan Tanah Datar Sumatra Barat yang meletus pada 3 Desember 2023 tidak berdampak terhadap aktivitas penerbangan. Selengkapnya di https://t.co/iZZXiBxCLa #majalahpeluang #gagasandansolusibisnis #peluangmediagroup https://t.co/l0ymtUrkua;Sumatera Barat, Indonesia;Negatif
@ceweitupink @tanyakanrl mjb pendaki yang terjebak pas gunung marapi meletus kak;Manado, Indonesia;Negatif
Angka kematian letusan gunung berapi Marapi meningkat Mereka adalah antara 75 orang yang mendaftar untuk mendaki Marapi apabila gunung berapi itu tiba-tiba meletus pada petang Ahad. #SinarHarian #gunungberapi https://t.co/qFhNpr98nm;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Meletus BNPB: 15 Pendaki Terkonfirmasi Meninggal 8 Korban Belum Dievakuasi https://t.co/YJN8wymJYg;Jakarta, Indonesia;Negatif
Gunung Marapi Meletus 22 Pendaki Ditemukan Tewas Selengkapnya &gt &gt &gt  https://t.co/38s7PhTpOj https://t.co/wI3NeAu6rY;Jakarta, Indonesia;Negatif
Gunung Marapi Meletus 22 Pendaki Ditemukan Tewas Selengkapnya &gt &gt &gt  https://t.co/B48QTFWgQy https://t.co/4VXWs05TLO;Jakarta, Indonesia;Negatif
11 Orang Meninggal Akibat Gunung Marapi di Tanah Datar Meletus https://t.co/YtPZoGeKim;Jakarta, Indonesia;Negatif
Gunung Marapi di Tanah Datar Meletus Dasyat https://t.co/3jmh1n7OCo;Jakarta, Indonesia;Negatif
TVR 120 - Komisi IV DPR RI : Perlu Kajian Komprehensif Guna Hidupkan Hutan Kembali Berkaitan dengan dampak bencana erupsi gunung marapi di Sumbar Komisi IV DPR RI meminta kementerian LHK melakukan kajian komprehensif. #TVRParlemen #DPRRI #tvr120 https://t.co/sK2NEUzBvo;Jakarta, Indonesia;Positif
Sudut pandang perantau terkait kondisi yang terjadi pasca erupsi Gunung Marapi. #userstory https://t.co/ozjg2bRoTM;Sumatera Barat, Indonesia;Negatif
Terjadi erupsi G. Marapi pada hari Sabtu 31 Agustus 2024 pukul 08:23 WIB tinggi kolom abu teramati ÃÂ± 400 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 2.8 mm dan durasi 150 detik. https://t.co/hC2xXjB5yT via @id_magma https://t.co/VW3yVm85cF;Bandung, Indonesia;Negatif
Marapi Erupsi Lagi Canduang dan Sungai Pua Diguyur Hujan Abu via @infosumbar https://t.co/BaVeJ9MeN2 #infosumbar #Erupsi #Marapi;Padang, Sumatera Barat;Negatif
Material abu vulkanik erupsi Marapi menyebar di Agam https://t.co/4WxP8PPNNe;Sumatera Barat, Indonesia;Negatif
Material abu vulkanik erupsi Marapi menyebar di Agam https://t.co/JjzVJhSK1I;Jakarta, Indonesia;Negatif
Gunung Marapi di Sumbar Erupsi Lagi Tadi Malam Kawasan 3 Km dari Kawah Disterilkan https://t.co/4cFSFXj1aY via @tribunnews;Jambi, Indonesia;Negatif
Pasca Erupsi Marapi PMI Bukittinggi Bagikan Masker Gratis Kepada Masyarakat https://t.co/r5n9tF15EB;Bukittinggi, Indonesia;Positif
GUNUNG MARAPI KEMBALI ERUPSI JUMAT MALAMÃ¢ÂÂ¼ Gunung Marapi kembali mengalami erupsi. Warga sekitar Marapi dikagetkan dengan datangnya hujan pasir. Jum'at (23/08/2024) sekitar pukul 22.29 WIB malam. Via IG: @suduikbukittinggi #elshintaviral https://t.co/ezcnBV6dN6;Sumatera Barat, Indonesia;Negatif
WASPADA Tragedi 11 Mei! Gunung Marapi Erupsi (Lagi) Potensi Hujan Terus Terjadi di Sumbar https://t.co/RIkB5hO3CJ;Padang, Sumatera Barat;Negatif
Terjadi erupsi G. Marapi pada hari Jumat 23 Agustus 2024 pukul 22:27 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 30.3 mm dan durasi 49 detik. https://t.co/6OeYTmRnZG via @id_magma https://t.co/qIwmG1UuFy;Bandung, Indonesia;Negatif
Gunung Marapi kembali mengalami erupsi https://t.co/qVGHPOSOCg;Jakarta, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Jumat Malam Kawasan 3 Km dari Kawah Harus Steril https://t.co/UogLWiES9h;Jakarta, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Kagetkan Warga Sekitar https://t.co/rAazd2ZFuK;Padang, Sumatera Barat;Negatif
memang bertuah betul lah tu tahun lepas kat Gunung Marapi berapa orang yang meninggal karena gung erupsi macam ni;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Erupsi Dentuman hingga Getaran Dirasakan Warga https://t.co/D4yiMEPXD2;Jakarta, Indonesia;Negatif
Erupsi Gunung Marapi Picu Kepanikan Warga dengan Getaran dan Dentuman https://t.co/5fgy0sh2LU;Sumatera Barat, Indonesia;Negatif
Masyarakat di sekitar Gunung Marapi atau pendaki diminta tidak memasuki atau berkegiatan di wilayah radius 4 5 km dari pusat erupsi di Kawah Verbeek Gunung Marapi. #gunungmarapi #marapi #erupsigunungmarapi #erupsigunung #sumbar #tanahdatar #infogunung #infopendaki;Jakarta, Indonesia;Negatif
Gunung Marapi yang berada di Kabupaten Agam dan Kabupaten Tanah Datar Sumatra Barat kembali erupsi Rabu (21/8) pukul 12.40 WIB. Ketinggian kolom abu teramati sekitar 1.600 meter di atas permukaan laut. Erupsi gunung yang berstatus Level III atau Siaga ini masih berlangsung. https://t.co/GInfQqSQEu;Jakarta, Indonesia;Negatif
